"id_lp_destino","Id_1000","v_destino","id_lp_tipo_destino","id_lp_destino_superior","id_pare_1000","id_lp_continente","v_coordenadas_google","i_zoom","v_coordenadas_mapa","v_link_foro","v_link_evaneos","t_booking","v_fuente","t_palabras_clave"
124,1124,"Mallorca",3,114,1114,3,"39.6952629,3.0175712000000203",6,"NULL","http://www.foro.lonelyplanet.es/","NULL","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;region&#34; data-dest_id=&#34;767&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-mallorca-es-view&#39; data-label_out=&#39;lpes-sb-mallorca-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Mallorca 2 (enero del 2012)","Guía de viaje a Mallorca, viajar a Mallorca, Guía para viajar a Mallorca, viajes España, viajar por España, viajar a Baleares, viajar por Baleares, viajes Europa, recomendaciones de viaje, lonely planet"
125,1125,"Valencia",2,114,1114,3,"39.4702393,-0.37680490000002464",7,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Valencia De cerca (enero del 2010)","Guía de viaje a Valencia, viajar a Valencia, Guía para viajar a Valencia, viajar por España, viajes por España, viajar a España, viajes Europa, recomendaciones de viaje, lonely planet"
126,1126,"Vitoria-Gasteiz",2,114,1114,3,"42.8467181,-2.671635100000003",7,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Vitoria-Gasteiz De cerca (junio del 2012)","Guía de viaje a Vitoria, viajar a Vitoria, Guía para viajar a Vitoria, Guía de viaje a Gasteiz, viajar a Gasteiz, Guía para viajar a Gasteiz, viajar por el País Vasco, ir al País Vasco, viajar por España, viajar a España, viajes Europa, recomendaciones de viaje, lonely planet"
187,1187,"Bilbao",2,114,1114,3,"43.2630126,-2.9349852000000283",9,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","NULL","Guía de viaje a Bilbao, viajar a Bilbao, Guía para viajar a Bilbao, guía de viaje País Vasco, viajar a España, Guía para viajar a España, viajes Europa, recomendaciones de viaje, lonely planet"
230,1230,"San Sebastián",2,114,1114,3,"43.318334,-1.9812312999999904",10,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","NULL","Guía de viaje a San Sebastián, viajar a San Sebastián, Guía para viajar a San Sebastián, viajar a Donostia, ir a Donosti, guía de viaje País Vasco, viajar a España, Guía para viajar a España, viajes Europa, recomendaciones de viaje, lonely planet"
150,1150,"Londres",2,117,1117,3,"51.498484547170605,-0.10986328125",6,"NULL","http://www.foro.lonelyplanet.es/","NULL","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;city&#34; data-dest_id=&#34;-2601889&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-londres-es-view&#39; data-label_out=&#39;lpes-sb-londres-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a Londres, viajar a Londres, Guía para viajar a Londres, viajes Inglaterra, viajar a Inglaterra, viajar a Europa, recomendaciones de viaje, lonely planet"
149,1149,"Ámsterdam",2,118,1118,3,"52.3688917060255,4.910888671875",7,"NULL","http://www.foro.lonelyplanet.es/","NULL","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;city&#34; data-dest_id=&#34;-2140479&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-amsterdam-es-view&#39; data-label_out=&#39;lpes-sb-amsterdam-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Amsterdam 4 (febrero del 2012)","Guía de viaje a ámsterdam, viajar a ámsterdam, Guía para viajar a ámsterdam, viajes Europa, viajes a países bajos, viajar a los países bajos, viajar a holanda, ir a holanda, recomendaciones de viaje, lonely planet"
151,1151,"Budapest",2,119,1119,3,"47.49308072945064,19.05029296875",8,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Budapest 4 (febrero del 2012)","guía de viaje a Budapest, viajar a Budapest, guía para viajar a Budapest, Guía de viaje a Hungría, viajar a Hungría, Guía para viajar a Hungría, viajes Europa, recomendaciones de viaje, lonely planet"
153,1153,"Praga",2,120,1120,3,"50.0289165635219,14.447021484375",7,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Praga 7 (noviembre del 2012)","Guía de viaje a Praga, viajar a Praga, Guía para viajar a Praga, guía de viaje a la República Checa, viajar a la República Checa, Guía para viajar a la República Checa, viajes Europa, recomendaciones de viaje, lonely planet"
154,1154,"Zúrich",2,134,1134,3,"47.3768866,8.541694000000007",9,"NULL","http://www.foro.lonelyplanet.es/","NULL","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;city&#34; data-dest_id=&#34;-2554935&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-zurich-es-view&#39; data-label_out=&#39;lpes-sb-zurich-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Suiza 1 (junio del 2012)","Guía de viaje a Suiza, viajar a Suiza, Guía para viajar a Suiza, viajes Europa, recomendaciones de viaje, lonely planet"
157,1157,"Kuala Lumpur",2,137,1137,4,"3.0527538215744827,101.689453125",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Sureste asiático (julio del 2012)","NULL"
1,1001,"Estados Unidos",1,"NULL","NULL",1,"37.09024,-95.71289100000001",3,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/estados-unidos","NULL","Estados Unidos 4 (marzo del 2012)","Guía de viaje a EEUU, viajar a EEUU, Guía para viajar a EEUU, recomendaciones de viaje, lonely planet, guía de viaje a Estados Unidos, guía para viajar a Estados Unidos, viajes América, guía de viaje a USA, guía para viajar a USA"
3,1003,"Portugal",1,"NULL","NULL",3,"39.39987199999999,-8.224454000000037",4,"NULL","http://www.foro.lonelyplanet.es/","NULL","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;171&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-portugal-es-view&#39; data-label_out=&#39;lpes-sb-portugal-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Portugal 5 (marzo del 2011)","guía de viaje a Portugal, viajar a Portugal, Guía para viajar a Portugal, viajes Europa, recomendaciones de viaje, lonely planet"
7,1007,"Argentina",1,"NULL","NULL",2,"-38.416097,-63.616671999999994",2,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/argentina","NULL","NULL","Guía de viaje a Argentina, viajar a Argentina, Guía para viajar a Argentina, viajes América del sur, viajes sudamérica, recomendaciones de viaje, lonely planet"
8,1008,"Alemania",1,"NULL","NULL",3,"51.165691,10.451526000000058",4,"NULL","http://www.foro.lonelyplanet.es/","NULL","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;80&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-alemania-es-view&#39; data-label_out=&#39;lpes-sb-alemania-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a Alemania, viajar a Alemania, Guía para viajar a Alemania, viajes Europa, recomendaciones de viaje, lonely planet"
10,1010,"Australia",1,"NULL","NULL",6,"-25.274398,133.77513599999997",3,"NULL","http://www.foro.lonelyplanet.es/","NULL","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;13&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-australia-es-view&#39; data-label_out=&#39;lpes-sb-australia-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a Australia, viajar a Australia, Guía para viajar a Australia, viajes Australia, recomendaciones de viaje, lonely planet"
11,1011,"Arabia Saudí",1,"NULL","NULL",4,"23.885942,45.079162",4,"NULL","http://www.foro.lonelyplanet.es/","NULL","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;186&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-arabia-es-view&#39; data-label_out=&#39;lpes-sb-arabia-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a Arabia Saudí, viajar a Arabia Saudí, Guía para viajar a Arabia Saudí, viajes Asia, recomendaciones de viaje, lonely planet"
12,1012,"Bahréin",1,"NULL","NULL",4,"26.0667,50.55770000000007",7,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","NULL","Guía de viaje a Bahrein, viajar a BAhrein, Guía para viajar a Bahrein, viajes Asia, recomendaciones de viaje, lonely planet"
14,1014,"Bélgica",1,"NULL","NULL",3,"50.503887,4.4699359999999615",6,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","NULL","Guía de viaje a Bélgica, viajar a Bélgica, Guía para viajar a Bélgica, viajes Europa, recomendaciones de viaje, lonely planet"
19,1019,"Botsuana",1,"NULL","NULL",5,"-22.328474,24.684866000000056",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/botsuana","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;28&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-botsuana-es-view&#39; data-label_out=&#39;lpes-sb-botsuana-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a Botsuana, viajar a Botsuana, Guía para viajar a Botsuana, viajes Afríca, recomendaciones de viaje, lonely planet"
20,1020,"Brasil",1,"NULL","NULL",2,"-14.235004,-51.92527999999999",3,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/brasil","NULL","NULL","Guía de viaje a Brasil, viajar a Brasil, Guía para viajar a Brasil, viajes América del sur, viajes sudamérica, recomendaciones de viaje, lonely planet"
21,1021,"Chile",1,"NULL","NULL",2,"-35.675147,-71.54296899999997",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/chile","NULL","NULL","Guía de viaje a Chile, viajar a Chile, Guía para viajar a Chile, viajes América del sur, viajes sudamérica, recomendaciones de viaje, lonely planet, Isla de Pascua, viajar a la isla de Pascua"
22,1022,"Colombia",1,"NULL","NULL",2,"4.570868,-74.29733299999998",3,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/colombia","NULL","NULL","Guía de viaje a Colombia, viajar a Colombia, Guía para viajar a Colombia, viajes América, recomendaciones de viaje, lonely planet, viajes a sudámerica, viajes a América del Sur, "
23,1023,"Costa Rica",1,"NULL","NULL",1,"9.748916999999999,-83.75342799999999",5,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/costa-rica","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;52&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-costarica-es-view&#39; data-label_out=&#39;lpes-sb-costarica-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Costa Rica 5 (octubre del 2010)","Guía de viaje a Costa Rica, viajar a Costa Rica, Guía para viajar a Costa Rica, viajes al Caribe, recomendaciones de viaje, lonely planet"
24,1024,"Ecuador",1,"NULL","NULL",2,"-1.831239,-78.18340599999999",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/ecuador","NULL","NULL","Guía de viaje a Ecuador, viajar a Ecuador, Guía para viajar a Ecuador, viajes América, recomendaciones de viaje, lonely planet, viajes a sudámerica, viajes s América del Sur, viajes a Islas Galápagos,"
25,1025,"Egipto",1,"NULL","NULL",5,"26.820553,30.802498000000014",3,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/egipto","NULL","NULL","Guía de viaje a Egipto, viajar a Egipto, Guía para viajar a Egipto, viajes África, recomendaciones de viaje, lonely planet, viajar a África, viajar por África, "
26,1026,"Emiratos Árabes Unidos",1,"NULL","NULL",4,"23.424076,53.84781799999996",6,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Arabia Saudí, Bahréin, los EUA, Kuwait, Omán, Qatar y Yemen 1 (septiembre del 2010)","Guía de viaje a Emiratos Árabes, viajar a Emiratos Árabes, Guía para viajar a Emiratos Árabes, viajes asia, recomendaciones de viaje, lonely planet"
28,1028,"Gambia",1,"NULL","NULL",5,"13.443182,-15.310138999999936",6,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Gambia y Senegal 2 (septiembre del 2009)","Guía de viaje a Gambia, viajar a Gambia, Guía para viajar a Gambia, viajes Afríca, recomendaciones de viaje, lonely planet"
29,1029,"Guatemala",1,"NULL","NULL",1,"14.624795,-90.53281800000002",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/guatemala","NULL","Guatemala 4 (octubre del 2010)","Guía de viaje a Guatemala, viajar a Guatemala, Guía para viajar a Guatemala, viajes al Caribe, recomendaciones de viaje, lonely planet"
30,1030,"Guayana Francesa",1,"NULL","NULL",2,"3.933889,-53.125782000000015",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Sudamérica para mochileros (agosto del 2013)","Guía de viaje a Guayana, viajar a Guayana, Guía para viajar a Guayana, viajes América, recomendaciones de viaje, lonely planet"
31,1031,"Guyana",1,"NULL","NULL",2,"4.860416,-58.93018000000001",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Sudamérica para mochileros (agosto del 2013)","Guía de viaje a Guyana, viajar a Guyana, Guía para viajar a Guyana, viajes América, recomendaciones de viaje, lonely planet"
32,1032,"Irlanda",1,"NULL","NULL",3,"53.41291,-8.243889999999965",3,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/irlanda","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;102&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-irlanda-es-view&#39; data-label_out=&#39;lpes-sb-irlanda-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","Irlanda 3 (enero del 2010)","Guía de viaje a Irlanda, viajar a Irlanda, Guía para viajar a Irlanda, viajes Europa, recomendaciones de viaje, lonely planet"
34,1034,"Kuwait",1,"NULL","NULL",4,"29.31166,47.48176599999999",7,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Arabia Saudí, Bahréin, los EUA, Kuwait, Omán, Qatar y Yemen 1 (septiembre del 2010)","Guía de viaje a Kuwait, viajar a Kuwait, Guía para viajar a Kuwait, viajes asia, recomendaciones de viaje, lonely planet"
35,1035,"Lesoto",1,"NULL","NULL",5,"-29.609988,28.233608000000004",6,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Sur de África 2 (marzo del 2010)","Guía de viaje a Lesoto, viajar a Lestoto, Guía para viajar a Lesoto, viajes Afríca, recomendaciones de viaje, lonely planet"
36,1036,"Luxemburgo",1,"NULL","NULL",3,"49.61162100000001,6.131934600000022",7,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Bélgica y Luxemburgo 1 (junio del 2010)","Guía de viaje a Luxemburgo, viajar a Luxemburgo, Guía para viajar a Luxemburgo, viajes Europa, viajes a países bálticos, recomendaciones de viaje, lonely planet"
37,1037,"Malaui",1,"NULL","NULL",5,"-13.254308,34.30152499999997",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Sur de África 2 (marzo del 2010)","Guía de viaje a Malaui, viajar a Malaui, Guía para viajar a Malaui, viajes Afríca, recomendaciones de viaje, lonely planet"
38,1038,"Mozambique",1,"NULL","NULL",5,"-18.665695,35.52956199999994",4,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/mozambique","NULL","Sur de África 2 (marzo del 2010)","Guía de viaje a Mozambique, viajar a Mozambique, Guía para viajar a Mozambique, viajes Afríca, recomendaciones de viaje, lonely planet"
39,1039,"Austria",1,"NULL","NULL",3,"47.516231,14.550072",6,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","NULL","Guía de viaje a Austria, viajar a Austria, Guía para viajar a Austria, viajes Europa, recomendaciones de viaje, lonely planet"
41,1041,"Canadá",1,"NULL","NULL",1,"56.130366,-106.34677099999999",3,"NULL","http://www.foro.lonelyplanet.es","http://www.evaneos.es/canada","NULL","Canadá 3 (marzo del 2011)","Guía de viaje a Canadá, viajar a Canadá, Guía para viajar a Canadá, viajes América, recomendaciones de viaje, lonely planet"
42,1042,"China",1,"NULL","NULL",4,"35.86166,104.19539699999996",3,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/china","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;44&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-china-es-view&#39; data-label_out=&#39;lpes-sb-china-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","China 4 (mayo del 2011)","Guía de viaje a China, viajar a China, Guía para viajar a China, viajes Asia, recomendaciones de viaje, lonely planet"
44,1044,"Croacia",1,"NULL","NULL",3,"45.7533427,15.989125599999966",6,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/croacia","<!--Code to insert-->
<ins class=&#34;bookingaff&#34; data-aid=&#34;1147114&#34; data-target_aid=&#34;1141413&#34; data-prod=&#34;nsb&#34; data-width=&#34;310&#34; data-height=&#34;320&#34; data-dest_type=&#34;country&#34; data-dest_id=&#34;54&#34; data-lang=&#34;es&#34; data-label_load=&#39;lpes-sb-croacia-es-view&#39; data-label_out=&#39;lpes-sb-croacia-es-click&#39;>
<!-- Anything inside will go away once widget is loaded. -->
<a href=&#34;//www.booking.com?aid=1141413&#34;>Booking.com</a>
</ins>
<script type=&#34;text/javascript&#34;>
(function(d, sc, u)
{ var s = d.createElement(sc), p = d.getElementsByTagName(sc)[0]; s.type = &#39;text/javascript&#39;; s.async = true; s.src = u + &#39;?v=&#39; + (+new Date()); p.parentNode.insertBefore(s,p); }
)(document, &#39;script&#39;, &#39;//aff.bstatic.com/static/affiliate_base/js/flexiproduct.js&#39;);
</script>
<!--End of code to insert-->","NULL","Guía de viaje a Croacia, viajar a Croacia, Guía para viajar a Croacia, viajes Europa, recomendaciones de viaje, lonely planet"
45,1045,"Cuba",1,"NULL","NULL",1,"21.521757,-77.78116699999998",5,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/cuba","NULL","NULL","Guía de viaje a Cuba, viajar a Cuba, Guía para viajar a Cuba, viajes al Caribe, recomendaciones de viaje, lonely planet"
46,1046,"Dinamarca",1,"NULL","NULL",3,"56.26392000000001,9.50178500000004",5,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Países escandinavos 5 (octubre del 2011)","Guía de viaje a Dinamarca, viajar a Dinamarca, Guía para viajar a Dinamarca, viajes Europa, recomendaciones de viaje, lonely planet"
48,1048,"Escocia",1,"NULL","NULL",3,"56.49067119999999,-4.2026458000000275",5,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/escocia","NULL","Escocia 5 (marzo del 2011)","Guía de viaje a Escocia, viajar a Escocia, Guía para viajar a Escocia, viajes Europa, recomendaciones de viaje, lonely planet"
53,1053,"Estonia",1,"NULL","NULL",3,"58.595272,25.01360699999998",6,"NULL","http://www.foro.lonelyplanet.es/","http://www.evaneos.es/estonia","NULL","Estonia, Letonia y Lituania 2 (junio del 2012)","Guía de viaje a Estonia, viajar a Estonia, Guía para viajar a Estonia, viajes Europa, recomendaciones de viaje, lonely planet"
54,1054,"Finlandia",1,"NULL","NULL",3,"61.92410999999999,25.748151000000007",3,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Países escandinavos 5 (octubre del 2011)","Guía de viaje a Finlandia, viajar a Finlandia, Guía para viajar a Finlandia, viajes Europa, recomendaciones de viaje, lonely planet"
55,1055,"Francia",1,"NULL","NULL",3,"46.227638,2.213749000000007",4,"NULL","http://www.foro.lonelyplanet.es/","NULL","NULL","Francia 5 (marzo del 2011)","Guía de viaje a Francia, viajar a Francia, Guía para viajar a Francia, viajes Europa, recomendaciones de viaje, lonely planet"
